predict_flag,true_flag,predicted_flag
['d4d9b20d5094d422945db524f933f804d4d2c931'],0.0,
['362886960f8c578830209d1c9a5536bc9a958a79'],0.0,
['4365379b926eeafb09f9239b93c0913dcec46297'],0.0,
['484646c83c8d27c02d7ca3dfef624fc8670ec74c'],0.0,
"['0cc8d8e38a7bf45b37bf860f2dda3f1ea843c146', 'a70c82644c08f3b8bad53d11c70b3ffcc6b5b24c']",0.0,0.0
['b263c1827ce93e7e25a3f3e30d3b7cec6ef07f7b'],0.0,
"['66e5d2549dac8b73e498a6b62fd2c3f44aac562e', 'a3b02904ed66d08488087979af894d5028cd807c']",0.0,0.0
['b95ab858c14ad67a07377bcf0553c6ed9db29432'],-1.0,0.0
['a6e83d8574ac09dd0e1e9451a223069f2a43e3c6'],0.0,0.0
['c72b1478b5138d675fbb3887ec9316f20786e8c9'],-1.0,0.0
['66e8475121353a8f59e901dd6765b24d35b4fcf6'],0.0,0.0
"['50d3088dc30d4cea8f746e503cf2b50c900a6acc', '7d7bc202552ff66c90ee5631270cdd114469852b', 'd5f100dbc21b9478b10b244a3eb0545130ff6b86']",0.0,0.0
['07c3e3d2221067d2392728892c747c77d60480e5'],-1.0,0.0
['86cb3724dfcac1f8c2c54f256b092b0033001b3d'],-1.0,0.0
"['733f0227f45bf74a3032aa3f6a13f8bd38e8cc53', 'a91ed7ea4cc17c1c434bd21e1d2bab4c47074442']",0.0,0.0
['6e0ef4ab738bb0d803d8b28c0447b9bcf4704c43'],0.0,0.0
['2f280f1cd8012b08a122ddcd87c315428dd30af1'],-1.0,0.0
['4eb534b7fe42fdd6d099ca6c870627335550ac4f'],-1.0,0.0
"['513c3a204a80100440ad47751246fe309c90f2c1', 'da61c445722122d3c04a87b8385ec79fd0876b70']",-1.0,0.0
['4486bbc0c79efb29d9f42a119c342d78d8b9b2b8'],-1.0,
"['198ae24b42138643b834e0d4aafa0e7f0f168e6d', '90ec81ae5cbff67692b10ee47122d8d96f47d7b5']",0.0,0.0
['03fb57ffc05b7c1af27c757f9318f79fa3c04e3c'],0.0,0.0
['f95737ec91d7674874c96be762ffa309409d372d'],0.0,0.0
['30389267985b4df1e84ef7b7fecee6c66ce594da'],-1.0,1.0
['caefd2b7f98ab955a5361b71f7012b25ebcbdb0a'],0.0,1.0
"['0032aeac30337edf7fb6bf519f204f51a0f915de', '9038685da2b0a34303ac5a94c6a11c1c3157284f']",0.0,0.0
['1ddbba45fc127c33008fce8bd4bfcf0a9d5f0c80'],-1.0,0.0
['dfb051112ae8ee5f05ae745a69da1708b0b9e56e'],0.0,0.0
['edbe121eb2038e8fd43678183f5b908ede1fc9f7'],0.0,0.0
['390f571f91f6a1a7e78e9fc9720aad6966c1601e'],0.0,0.0
['cc835ad8ca73eeae43fd3dcbe8bccee866ddf26c'],0.0,0.0
"['532857b1c0c916da1ada44b6dc152655667ece2d', 'e04ef62d04f2285b5e7fb49f15a92afefa54a6bb']",0.0,0.0
['1fc485bc67d0260ed560c77f690fd5f7919aa3ca'],0.0,0.0
['c4ad419835c1c8e4e17652814cf600db045328d6'],0.0,
['129cfe1b01eb4e9306dc25a109cb24d8a56ebb48'],0.0,
['3f68d0e468564991ae1abfef9f9f349bf94d99e5'],-1.0,
['eeeeeaf1d88860d6584faac22aa655f0f09a443c'],-1.0,
['728518604790a9be23e8ac1e1763760c610b163a'],-1.0,
['d6f02655fd6d702f38b77b7e8860d97703500398'],-1.0,
['59a0962ed4d3a7dd8965d2d546ba94cded1cf9cf'],0.0,0.0
