predict_flag,true_flag,predicted_flag
"['6b9d4285f53ae0d44c04cc19c19c035cd2521e6e', 'bb859995382d5143e7082cc95af999f99cc98e83', 'bb859995382d5143e7082cc95af999f99cc98e83', 'd044f58ae58c6746a9025b8ff2624cb63c46aa86']",-1.0,1.0
['eb33748e8d4da7e8b2f0d3463ea2ba0df877962f'],-1.0,
['e298411940e077f386143a05b6bd8bf8db24012d'],-1.0,
['37259d216d7256e930fa954c2357a349933c39c3'],1.0,1.0
['9d48ca12989b7af429bf9e4e0154bfbd1eb63195'],1.0,1.0
['cc1bb8d5df92ac85dfe809c8190cf6921288c257'],0.0,0.0
"['4adf502846bbbce947afa7cb94bbd80ba003eedb', '662e563a2bb9edcd4402b00089a091a216c170fb']",0.0,0.0
['b3da8d26ef884d2bd2f11fdd9fe4bb5c0acb700e'],0.0,0.0
"['65575bf8a7c97ea71dc760c3c5aed37f431d1f3c', 'b2913fcd37e7b35ffc27545c06f1325b0bb90f30']",1.0,1.0
"['4bf21ab15e9adb0b1dd8c4d3993d6d3ea4c1c6a3', '8829fddb32f20e7137922c2aa5d8c5a6f47fbb98', '93acc306d0d465baca697a890f0729144271dd64']",0.0,1.0
"['16e27fa9343b886054916e67117005eb5e7b2512', '6c0234d6170bce190cab3209a3666886590cc453']",-1.0,0.0
['2250e9b5670052889c32e7efd09ad519397c93e4'],-1.0,
['ded08d5fe6e4e5181e1ed50b7d40233777909002'],0.0,0.0
['de68820e76f06c8aeb1db74fda0f2c4d04b3fd7c'],0.0,0.0
"['22da7c750ef288001d31e3b68822d53de02c6e1e', '40fa021fc115fdfa61a34f3bfc5f94cff4899d21', '912d5f3547f26e182f9336153ac3bbb3bc7b59e0', '95552c401964d079912b79cc8bc1275e4ab11cbe', 'cb5ceec15060d597470f56ce1eb2e68153583fb9']",-1.0,1.0
"['9760ea29537ce7753e6e0d516865e70142db5824', 'b3ce08f1b509ddfb2325427ddc348e3863a9aa38', 'b7086aaa3a76b249351f5edff543ff950f4f6c7e', 'df4f243894f3754a105f29e260f0e35d8a3756da', 'f0c72cb7fd5372220d40cc021867350cafd84fc7']",1.0,
